code;code0;code1;nivel0;nivel1
L029;L00-L99;L00-L08;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L23;L00-L99;L20-L30;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;DERMATITIS Y ECZEMA
L52;L00-L99;L50-L54;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;URTICARIA Y ERITEMA
L984;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L05;L00-L99;L00-L08;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L239;L00-L99;L20-L30;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;DERMATITIS Y ECZEMA
L578;L00-L99;L55-L59;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO RELACIONADOS CON RADIACIÓN
L728;L00-L99;L60-L75;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS DE LAS FANERAS
L50;L00-L99;L50-L54;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;URTICARIA Y ERITEMA
L25;L00-L99;L20-L30;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;DERMATITIS Y ECZEMA
L100;L00-L99;L10-L14;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS FLICTENULARES
L959;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L51;L00-L99;L50-L54;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;URTICARIA Y ERITEMA
L40;L00-L99;L40-L45;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS PAPULOESCAMOSOS
L26;L00-L99;L20-L30;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;DERMATITIS Y ECZEMA
L93;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L851;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L570;L00-L99;L55-L59;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO RELACIONADOS CON RADIACIÓN
L04;L00-L99;L00-L08;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L43;L00-L99;L40-L45;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;TRASTORNOS PAPULOESCAMOSOS
L940;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L89;L00-L99;L80-L99;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO
L280;L00-L99;L20-L30;ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO;DERMATITIS Y ECZEMA
D51;D50-D89;D50-D53;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS NUTRICIONALES
D62;D50-D89;D60-D64;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS APLÁSTICAS Y OTRAS ANEMIAS
D50;D50-D89;D50-D53;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS NUTRICIONALES
D649;D50-D89;D60-D64;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS APLÁSTICAS Y OTRAS ANEMIAS
D728;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D68;D50-D89;D65-D69;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;DEFECTOS DE LA COAGULACIÓN, PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS
D751;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D539;D50-D89;D50-D53;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS NUTRICIONALES
D52;D50-D89;D50-D53;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS NUTRICIONALES
D763;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D53;D50-D89;D50-D53;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS NUTRICIONALES
D86;D50-D89;D80-D89;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD
D73;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D74;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D70;D50-D89;D70-D77;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS
D65;D50-D89;D65-D69;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;DEFECTOS DE LA COAGULACIÓN, PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS
D58;D50-D89;D55-D59;ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD;ANEMIAS HEMOLÍTICAS
H60;H60-H95;H60-H62;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO EXTERNO
H66;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H920;H60-H95;H90-H95;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;OTROS TRASTORNOS DEL OÍDO
H819;H60-H95;H80-H83;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO INTERNO
H65;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H833;H60-H95;H80-H83;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO INTERNO
H813;H60-H95;H80-H83;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO INTERNO
H671;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H71;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H72;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H663;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H933;H60-H95;H90-H95;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;OTROS TRASTORNOS DEL OÍDO
H700;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H730;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H921;H60-H95;H90-H95;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;OTROS TRASTORNOS DEL OÍDO
H931;H60-H95;H90-H95;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;OTROS TRASTORNOS DEL OÍDO
H830;H60-H95;H80-H83;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO INTERNO
H922;H60-H95;H90-H95;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;OTROS TRASTORNOS DEL OÍDO
H670;H60-H95;H65-H75;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO MEDIO Y DE LA MASTOIDES
H832;H60-H95;H80-H83;ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES;ENFERMEDADES DEL OÍDO INTERNO
H011;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H00;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H10;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H131;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H16;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H050;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H571;H00-H59;H55-H59;ENFERMEDADES DEL OJO Y SUS ANEXOS;OTROS TRASTORNOS DEL OJO Y SUS ANEXOS
H102;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H101;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H160;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H029;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H531;H00-H59;H53-H54;ENFERMEDADES DEL OJO Y SUS ANEXOS;ALTERACIONES DE LA VISIÓN Y CEGUERA
H33;H00-H59;H30-H36;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA COROIDES Y DE LA RETINA
H059;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H113;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H162;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H024;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H110;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H041;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H183;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H150;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H052;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H163;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H010;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H114;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H021;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H105;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H262;H00-H59;H25-H28;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL CRISTALINO
H112;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H442;H00-H59;H43-H45;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL CUERPO VÍTREO Y DEL GLOBO OCULAR
H402;H00-H59;H40-H42;ENFERMEDADES DEL OJO Y SUS ANEXOS;GLAUCOMA
H161;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H181;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H40;H00-H59;H40-H42;ENFERMEDADES DEL OJO Y SUS ANEXOS;GLAUCOMA
H182;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H191;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H178;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H104;H00-H59;H10-H13;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA CONJUNTIVA
H46;H00-H59;H46-H48;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL NERVIO ÓPTICO Y DE LAS VÍAS ÓPTICAS
H062;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H420;H00-H59;H40-H42;ENFERMEDADES DEL OJO Y SUS ANEXOS;GLAUCOMA
H405;H00-H59;H40-H42;ENFERMEDADES DEL OJO Y SUS ANEXOS;GLAUCOMA
H186;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H044;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H020;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H401;H00-H59;H40-H42;ENFERMEDADES DEL OJO Y SUS ANEXOS;GLAUCOMA
H250;H00-H59;H25-H28;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL CRISTALINO
H261;H00-H59;H25-H28;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL CRISTALINO
H211;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H535;H00-H59;H53-H54;ENFERMEDADES DEL OJO Y SUS ANEXOS;ALTERACIONES DE LA VISIÓN Y CEGUERA
H045;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H043;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H028;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H320;H00-H59;H30-H36;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA COROIDES Y DE LA RETINA
H25;H00-H59;H25-H28;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL CRISTALINO
H212;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H046;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H201;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H030;H00-H59;H00-H06;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DEL PÁRPADO, APARATO LAGRIMAL Y ÓRBITA
H193;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H200;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
H209;H00-H59;H15-H22;ENFERMEDADES DEL OJO Y SUS ANEXOS;TRASTORNOS DE LA ESCLERÓTICA, CÓRNEA, IRIS Y CUERPO CILIAR
I10;I00-I99;I10-I15;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES HIPERTENSIVAS
I15;I00-I99;I10-I15;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES HIPERTENSIVAS
I95;I00-I99;I95-I99;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
I84;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I802;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I21;I00-I99;I20-I25;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES ISQUÉMICAS DEL CORAZÓN
I63;I00-I99;I60-I69;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES CEREBROVASCULARES
I494;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I24;I00-I99;I20-I25;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES ISQUÉMICAS DEL CORAZÓN
I781;I00-I99;I70-I79;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES
I20;I00-I99;I20-I25;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES ISQUÉMICAS DEL CORAZÓN
I739;I00-I99;I70-I79;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES
I872;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I48;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I499;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I49;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I831;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I35;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I30;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I972;I00-I99;I95-I99;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
I25;I00-I99;I20-I25;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES ISQUÉMICAS DEL CORAZÓN
I839;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I47;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I77;I00-I99;I70-I79;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES
I861;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I693;I00-I99;I60-I69;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES CEREBROVASCULARES
I12;I00-I99;I10-I15;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES HIPERTENSIVAS
I83;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I870;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I517;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I37;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
I88;I00-I99;I80-I89;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS VENAS Y DE LOS VASOS Y GANGLIOS LINFÁTICOS, NO CLASIFICADAS EN OTRA PARTE
I731;I00-I99;I70-I79;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES
I00;I00-I99;I00-I02;ENFERMEDADES DEL SISTEMA CIRCULATORIO;FIEBRE REUMÁTICA AGUDA
I730;I00-I99;I70-I79;ENFERMEDADES DEL SISTEMA CIRCULATORIO;ENFERMEDADES DE LAS ARTERIAS, DE LAS ARTERIOLAS Y DE LOS VASOS CAPILARES
I36;I00-I99;I30-I52;ENFERMEDADES DEL SISTEMA CIRCULATORIO;OTRAS FORMAS DE ENFERMEDAD DEL CORAZÓN
